,United States Interest,United Kingdom Interest,United States Inflation,United Kingdom Inflation,United States Unemployment,United Kingdom Unemployment,DEXUSUK
2017-08-01,1.25,0.31,0.017251073506566073,0.025768087215064295,4.3,4.2,1.2888
2017-09-01,1.25,0.32,0.0192812155729698,0.027667984189723382,4.4,4.2,1.3402
2017-10-01,1.26,0.35,0.021805652303711787,0.02758620689655178,4.2,4.2,1.3281
2017-11-01,1.32,0.44,0.02020757753132485,0.02755905511811041,4.1,4.3,1.3506
2017-12-01,1.53,0.5,0.02172493864295566,0.028487229862475427,4.1,4.3,1.3529
2018-01-01,1.67,0.5,0.021299307195522532,0.02739726027397249,4.1,4.2,1.419
2018-02-01,1.78,0.5,0.02151318868063945,0.026522593320235766,4.1,4.1,1.3794
2018-03-01,2.08,0.57,0.02263468931091861,0.0244140625,4.1,4.1,1.4027
2018-04-01,2.2,0.7,0.023309497646499366,0.023369036027263812,4.1,4.1,1.3751
2018-05-01,2.16,0.6929,0.024709963021052994,0.022286821705426396,3.9,4.1,1.3289
2018-06-01,2.19,0.65,0.02781921607842497,0.023188405797101463,3.8,4.0,1.3197
2018-07-01,2.17,0.67975,0.028075506935940187,0.023188405797101463,4.0,4.0,1.3125
2018-08-01,2.19,0.8065,0.02854124785561929,0.023188405797101463,3.9,4.0,1.2964
2018-09-01,2.24,0.8,0.026429238568742575,0.024038461538461453,3.9,4.0,1.3053
2018-10-01,2.37,0.8,0.02332055105808828,0.022051773729625967,3.7,4.1,1.2779
2018-11-01,2.56,0.83,0.02492032470218053,0.022030651340996243,3.7,4.0,1.2772
2018-12-01,2.69,0.89,0.02147328577667773,0.021012416427889313,3.7,4.0,1.2763
2019-01-01,2.59,0.91,0.020023809043401064,0.020000000000000018,3.9,3.8,1.3135
2019-02-01,2.49,0.91,0.015506772911568323,0.0181818181818183,4.0,3.8,1.3274
2019-03-01,2.48,0.84,0.015200638001995781,0.018112488083889433,3.8,3.7,1.3032
2019-04-01,2.47,0.82,0.018531355052749277,0.01807802093244537,3.8,3.7,1.303
2019-05-01,2.44,0.8,0.019917914533603476,0.019905213270142053,3.6,3.7,1.262
2019-06-01,2.3,0.78,0.01793518134549732,0.018885741265344702,3.6,3.8,1.2704
2019-07-01,2.22,0.77,0.016496824928889486,0.018885741265344702,3.7,3.8,1.222
2019-08-01,2.06,0.76,0.01779757497591694,0.019830028328611915,3.7,3.8,1.2166
2019-09-01,2.03,0.77,0.017467804166683365,0.016901408450704203,3.7,3.8,1.2305
2019-10-01,1.88,0.78,0.017166173636500748,0.016885553470919357,3.5,3.7,1.2939
2019-11-01,1.77,0.79,0.01769183295618193,0.014995313964386137,3.6,3.8,1.2939
2019-12-01,1.76,0.79,0.02062202585967987,0.014967259120673537,3.5,3.7,1.3269
2020-01-01,1.65,0.74,0.02313988772268538,0.013071895424836555,3.5,3.7,1.3195
2020-02-01,1.59,0.75,0.02500415482870233,0.017857142857142794,3.6,3.8,1.2778
2020-03-01,1.35,0.53,0.023393151798896117,0.016853932584269593,3.5,3.8,1.2454
2020-04-01,1.35,0.65,0.015428674833400269,0.01495327102803734,4.4,3.8,1.2602
2020-05-01,0.17,0.33,0.0034520455622992774,0.009293680297397744,14.7,3.9,1.232
2020-06-01,0.2,0.19,0.0022640918171490387,0.006487488415199083,13.3,3.8,1.2369
2020-07-01,0.18,0.1,0.0071602412613311905,0.008341056533827551,11.1,3.9,1.3133
2020-08-01,0.15,0.07,0.01014138490721006,0.011111111111111072,10.2,4.3,1.3375
2020-09-01,0.13,0.06,0.013090732995129972,0.004616805170821747,8.4,4.6,1.2921
2020-10-01,0.12,0.05,0.013714811450580955,0.007380073800737907,7.9,4.9,1.2933
2020-11-01,0.16,0.04,0.01182534869617946,0.008310249307479367,6.9,5.038246663,1.3338
2020-12-01,0.17,0.03,0.011675581742648378,0.0055299539170505785,6.7,5.109323632,1.3662
2021-01-01,0.14,0.03,0.013220373062765134,0.008294930875575979,6.7,4.996903446,1.3723
2021-02-01,0.11,0.05,0.0139478144048919,0.009233610341643494,6.3,4.911002588,1.3947
2021-03-01,0.1,0.08,0.01693359254459037,0.007366482504604255,6.2,4.760188969,1.3795
2021-04-01,0.11,0.09,0.0263051866544759,0.010128913443830712,6.0,4.729401257,1.3838
2021-05-01,0.1,0.08,0.04130546834731286,0.016574585635359185,6.1,4.839443081,1.4188
2021-06-01,0.09,0.08,0.04915034314568456,0.022099447513812098,5.8,4.723914716,1.3806
2021-07-01,0.1,0.08,0.05281610671398451,0.023897058823529438,5.9,4.572463027,1.3913
2021-08-01,0.1,0.07,0.05221505509567215,0.020146520146520075,5.4,4.451371911,1.3747
2021-09-01,0.1,0.07,0.051882919382755466,0.030330882352941124,5.2,4.263133876,1.347
2021-10-01,0.11,0.16,0.05383630287391039,0.029304029304029422,4.8,4.195305645,1.3686
2021-11-01,0.14,0.13,0.062377538553744616,0.03846153846153855,4.6,4.08285755,1.3252
2021-12-01,0.17,0.16,0.06862387994463481,0.045829514207149424,4.2,4.1,1.35
2022-01-01,0.22,0.53,0.07194458755509747,0.04844606946983543,3.9,3.9,1.3439
2022-02-01,0.38,0.81,0.07595278888254331,0.04849039341262573,4.0,3.8,1.3419
2022-03-01,0.73,0.99,0.07954847176810631,0.054844606946983454,3.8,3.7,1.3152
2022-04-01,0.91,1.13,0.08515216258861358,0.06198723792160443,3.6,3.8,1.2565
2022-05-01,1.33,1.31,0.0822777215284809,0.0778985507246377,3.6,3.8,1.2624
2022-06-01,1.87,1.57,0.08502331957503229,0.07837837837837847,3.6,3.8,1.2162
2022-07-01,2.5,1.84,0.08932986890105288,0.08168761220825838,3.6,3.6,1.2183
2022-08-01,2.76,2.23,0.08413182025581012,0.08797127468581678,3.5,3.5,1.1647
2022-09-01,3.21,2.91,0.08227361014402468,0.08652988403211426,3.7,3.6,1.1134
2022-10-01,3.85,3.39,0.08214853956529966,0.08807829181494653,3.5,3.7,1.1515
2022-11-01,4.46,3.52,0.07762492676893706,0.09611992945326264,3.7,3.7,1.1962
